,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,name,person
107079,107079,2019-03-03 01:58:04,571365235126,fraud_Welch Inc,misc_net,54.87,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,d718076f5df7f5404cfbfd3e90d31ddb,1330739884,45.439076,-86.708659,0,Barbara Taylor,Barbara Taylor 1995-07-12
107540,107540,2019-03-03 06:40:30,571365235126,fraud_Cummerata-Jones,gas_transport,44.56,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,939631746a38462e81f7f729ccf0b1be,1330756830,45.303285,-85.613213,0,Barbara Taylor,Barbara Taylor 1995-07-12
108169,108169,2019-03-03 12:44:15,571365235126,fraud_Champlin and Sons,home,37.28,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,4ea5ec9e7091f3d3e6b5952212ec3a8f,1330778655,45.567908,-86.619813,0,Barbara Taylor,Barbara Taylor 1995-07-12
108177,108177,2019-03-03 12:46:40,571365235126,"fraud_Gottlieb, Considine and Schultz",shopping_net,4.03,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,088b0f72e165336f2eb0fa7f75cc1cc1,1330778800,44.682018,-86.03593000000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
108316,108316,2019-03-03 13:35:38,571365235126,fraud_Schoen Ltd,kids_pets,124.79,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,5eee217318680e3cefe9a3da14ae0277,1330781738,45.110472,-86.527567,0,Barbara Taylor,Barbara Taylor 1995-07-12
108404,108404,2019-03-03 14:08:26,571365235126,fraud_Lind-Buckridge,entertainment,8.49,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,cd8667daa0fe3dcbc3aa9146900b8e7d,1330783706,45.061758000000005,-85.54701,0,Barbara Taylor,Barbara Taylor 1995-07-12
108675,108675,2019-03-03 15:58:51,571365235126,fraud_Leannon-Ward,food_dining,25.39,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,ddb0aa0b23b10e9f7b04cbda7fff7137,1330790331,45.451845,-85.515147,0,Barbara Taylor,Barbara Taylor 1995-07-12
109107,109107,2019-03-03 18:30:55,571365235126,"fraud_Hills, Hegmann and Schaefer",health_fitness,5.65,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,c7187ce9911c02b2dcdc8b3eb98dc543,1330799455,44.064891,-86.80053199999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
109914,109914,2019-03-03 23:28:20,571365235126,fraud_Douglas-White,entertainment,29.73,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,27b491ac1cd880149b80af2f6cf57e29,1330817300,45.315158,-86.05613100000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
110205,110205,2019-03-04 02:14:43,571365235126,fraud_Rodriguez Group,gas_transport,90.06,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,d8dcdace309c73e97cf71d93116b3a4d,1330827283,44.240639,-86.873915,0,Barbara Taylor,Barbara Taylor 1995-07-12
110670,110670,2019-03-04 06:40:49,571365235126,fraud_Skiles-Ankunding,grocery_net,35.91,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,b7043d1080e9116485e2973cc5b91e88,1330843249,44.404689000000005,-86.425963,0,Barbara Taylor,Barbara Taylor 1995-07-12
110692,110692,2019-03-04 06:49:47,571365235126,fraud_Lockman Ltd,grocery_pos,82.56,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,e4d75eb5e3fa73af8392315b652db22e,1330843787,45.238205,-85.493351,0,Barbara Taylor,Barbara Taylor 1995-07-12
110752,110752,2019-03-04 07:33:14,571365235126,fraud_Cummerata-Jones,gas_transport,65.32,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,834dd13c49e53076a8f5d4fb7d9ddbf5,1330846394,45.590055,-86.782414,0,Barbara Taylor,Barbara Taylor 1995-07-12
112007,112007,2019-03-04 17:14:52,571365235126,"fraud_O'Connell, Botsford and Hand",home,61.96,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,6b1056ac733660ad48738bbf92b4462d,1330881292,45.056337,-86.281588,0,Barbara Taylor,Barbara Taylor 1995-07-12
112036,112036,2019-03-04 17:24:42,571365235126,fraud_Friesen Ltd,health_fitness,25.58,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,5c60133896d5c83536ff2dacb14172a6,1330881882,45.480255,-85.527692,0,Barbara Taylor,Barbara Taylor 1995-07-12
112114,112114,2019-03-04 17:50:46,571365235126,fraud_Beier and Sons,home,38.5,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,e95a659d47b4e973d92ec4bf1bc2b7ce,1330883446,44.357047,-86.798513,0,Barbara Taylor,Barbara Taylor 1995-07-12
112547,112547,2019-03-04 20:22:22,571365235126,fraud_Metz-Boehm,shopping_pos,139.12,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,2ea20876428201cbaf2f0534400cc87e,1330892542,45.478394,-86.847189,0,Barbara Taylor,Barbara Taylor 1995-07-12
112614,112614,2019-03-04 20:50:34,571365235126,fraud_Tromp Group,travel,5.14,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,65b56710a192db0cdd19fb5ae860aa2d,1330894234,44.073716,-86.797077,0,Barbara Taylor,Barbara Taylor 1995-07-12
112805,112805,2019-03-04 22:07:15,571365235126,fraud_Kemmer-Buckridge,misc_pos,4.8,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,d56a7f1b24d60f1b507b89a4100fbf98,1330898835,44.820465000000006,-86.756799,0,Barbara Taylor,Barbara Taylor 1995-07-12
112837,112837,2019-03-04 22:16:41,571365235126,fraud_Streich Ltd,home,3.84,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,acbabd4f861d37780c3743fe9ef490bd,1330899401,44.108565000000006,-85.59751700000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
112935,112935,2019-03-04 22:53:50,571365235126,fraud_Beier LLC,entertainment,63.3,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,67f9489dbe3b30f555f5a257d4aaaccc,1330901630,44.467317,-85.613545,0,Barbara Taylor,Barbara Taylor 1995-07-12
113761,113761,2019-03-05 12:42:18,571365235126,fraud_Mosciski Group,travel,1.57,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,5898dfa5bd09b7894f0614ed8bcc7477,1330951338,44.023071,-86.068718,0,Barbara Taylor,Barbara Taylor 1995-07-12
114081,114081,2019-03-05 16:38:35,571365235126,"fraud_Hauck, Dietrich and Funk",kids_pets,197.84,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,dd5de48bfb36eabe4ba3e690048d2e4f,1330965515,44.736913,-86.333863,0,Barbara Taylor,Barbara Taylor 1995-07-12
114260,114260,2019-03-05 18:53:43,571365235126,fraud_Hammes-Beatty,kids_pets,2.45,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,db9b1a6ff143b644e934b8f57fa1a99e,1330973623,44.183803000000005,-87.088877,0,Barbara Taylor,Barbara Taylor 1995-07-12
114543,114543,2019-03-05 22:27:23,571365235126,fraud_Terry-Huel,shopping_net,9.86,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,1227eaf74c0254a59933f815b1f84865,1330986443,44.009146,-85.45989300000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
115364,115364,2019-03-06 12:30:22,571365235126,"fraud_Hodkiewicz, Prohaska and Paucek",travel,4.41,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,f0bb7b140920e7c370a738412a64d12c,1331037022,43.745793,-85.383866,0,Barbara Taylor,Barbara Taylor 1995-07-12
115391,115391,2019-03-06 12:48:21,571365235126,fraud_Botsford Ltd,shopping_pos,33.0,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,2cdc6d9be5775efa64e9d19da273e5ff,1331038101,43.846428,-86.070629,0,Barbara Taylor,Barbara Taylor 1995-07-12
115590,115590,2019-03-06 15:08:29,571365235126,fraud_Spencer-Runolfsson,misc_pos,12.14,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,8b1129d81fff6650c1414551ce5f2e52,1331046509,43.638618,-86.776122,0,Barbara Taylor,Barbara Taylor 1995-07-12
115801,115801,2019-03-06 17:40:40,571365235126,fraud_Goyette-Gerhold,kids_pets,64.73,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,cb670776512e9a56ff6e1ec241c7a1d5,1331055640,43.973107,-86.02323,0,Barbara Taylor,Barbara Taylor 1995-07-12
115851,115851,2019-03-06 18:21:50,571365235126,"fraud_Reinger, Weissnat and Strosin",food_dining,2.45,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,4bf574c5ff2cabd6038c9ce12e4423da,1331058110,45.506484,-85.945204,0,Barbara Taylor,Barbara Taylor 1995-07-12
115869,115869,2019-03-06 18:33:12,571365235126,"fraud_Schiller, Blanda and Johnson",home,103.07,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,25d3874badfd9c313833dcdaef909692,1331058792,44.045893,-87.12377099999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
115908,115908,2019-03-06 19:07:19,571365235126,"fraud_Bahringer, Schoen and Corkery",shopping_pos,6.89,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,bdb421477803925622cb5b7b7da7c10f,1331060839,44.084046,-85.365374,0,Barbara Taylor,Barbara Taylor 1995-07-12
115944,115944,2019-03-06 19:35:57,571365235126,"fraud_Denesik, Powlowski and Pouros",home,28.01,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,40a218571d993990c022af73e6e8c199,1331062557,43.837126,-85.396454,0,Barbara Taylor,Barbara Taylor 1995-07-12
116195,116195,2019-03-06 22:19:42,571365235126,"fraud_Bradtke, Torp and Bahringer",personal_care,12.72,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,6fe7e237078a2cc701d1b82ad1544a7b,1331072382,45.419188,-86.564604,0,Barbara Taylor,Barbara Taylor 1995-07-12
116309,116309,2019-03-06 23:48:30,571365235126,fraud_Block-Parisian,misc_net,16.9,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,6e3fac1dd3aade04c8daa7387443cd02,1331077710,44.169802,-86.536914,0,Barbara Taylor,Barbara Taylor 1995-07-12
116321,116321,2019-03-06 23:58:13,571365235126,fraud_Reilly LLC,home,13.0,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,82fcbaba424306d23feaf226478832f0,1331078293,44.531202,-85.887396,0,Barbara Taylor,Barbara Taylor 1995-07-12
116542,116542,2019-03-07 03:24:52,571365235126,fraud_Berge LLC,gas_transport,54.86,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,dd93a1682048be71d22f0776c5087ae4,1331090692,44.210853,-85.72036800000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
116851,116851,2019-03-07 08:47:03,571365235126,fraud_Lebsack and Sons,misc_net,171.49,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,50b7df35ace6382c51c6d5673171bf88,1331110023,44.493243,-86.68856,0,Barbara Taylor,Barbara Taylor 1995-07-12
116895,116895,2019-03-07 09:35:05,571365235126,fraud_Vandervort-Funk,grocery_pos,77.33,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,54db9982877084183e2d685a69ec55ac,1331112905,43.77897,-87.07873599999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
117055,117055,2019-03-07 12:07:33,571365235126,fraud_Abshire PLC,entertainment,42.73,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,e0e02579df1bd40eebb22d7df9ac7975,1331122053,44.248257,-85.962673,0,Barbara Taylor,Barbara Taylor 1995-07-12
117268,117268,2019-03-07 14:27:52,571365235126,fraud_Ratke and Sons,health_fitness,6.51,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,a62187a2d048130f2a144456cd412ffe,1331130472,44.197549,-85.371003,0,Barbara Taylor,Barbara Taylor 1995-07-12
117340,117340,2019-03-07 15:14:15,571365235126,fraud_Morissette-Schaefer,personal_care,7.66,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,f6eccc41c9f13cbd93bdf0a0aa545375,1331133255,44.576559,-87.078232,0,Barbara Taylor,Barbara Taylor 1995-07-12
117870,117870,2019-03-07 20:46:12,571365235126,"fraud_Hyatt, Russel and Gleichner",health_fitness,27.61,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,f596219a9e18278d9e4e5b11bb574650,1331153172,45.209759000000005,-86.02209599999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
118136,118136,2019-03-07 23:20:39,571365235126,fraud_Howe Ltd,misc_pos,1.33,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,b26eaed44419216664cf264073933945,1331162439,45.12062,-87.102592,0,Barbara Taylor,Barbara Taylor 1995-07-12
118481,118481,2019-03-08 04:33:37,571365235126,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,71.41,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,d241fb8ce73fe40dd2e45be1435b1d50,1331181217,43.897253000000006,-85.870609,0,Barbara Taylor,Barbara Taylor 1995-07-12
118662,118662,2019-03-08 07:48:37,571365235126,fraud_Kling Inc,gas_transport,63.45,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,079b3f11634eb57cabdcc4faa51bd398,1331192917,44.357946000000005,-85.587126,0,Barbara Taylor,Barbara Taylor 1995-07-12
119210,119210,2019-03-08 15:04:51,571365235126,fraud_Smith-Stokes,misc_pos,24.08,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,615fee1c18020d3269f382ee3fb5508b,1331219091,45.548635,-86.824763,0,Barbara Taylor,Barbara Taylor 1995-07-12
120128,120128,2019-03-09 00:57:09,571365235126,fraud_Bradtke PLC,grocery_pos,96.85,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,b17d62b0da97e6f6c683959ec290fdf4,1331254629,43.681239,-86.925899,0,Barbara Taylor,Barbara Taylor 1995-07-12
120865,120865,2019-03-09 09:21:02,571365235126,fraud_Rau and Sons,grocery_pos,153.83,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,4ee740f3cc89486c649ce4aeac55ba22,1331284862,44.477821,-85.550363,0,Barbara Taylor,Barbara Taylor 1995-07-12
121287,121287,2019-03-09 13:19:36,571365235126,fraud_Pouros-Haag,shopping_pos,2.97,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,8acd04d0be05e380fd0fc074109d38c1,1331299176,44.146284,-86.245337,0,Barbara Taylor,Barbara Taylor 1995-07-12
121559,121559,2019-03-09 15:15:05,571365235126,fraud_McDermott-Rice,misc_pos,3.34,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,f6e135dd9e30130c1e8bd658704dae69,1331306105,44.222728,-85.346056,0,Barbara Taylor,Barbara Taylor 1995-07-12
121768,121768,2019-03-09 16:52:01,571365235126,"fraud_Wiza, Schaden and Stark",misc_pos,2.06,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,b1884b12227ff620b6ba0be72e14c02a,1331311921,45.140235,-85.915302,0,Barbara Taylor,Barbara Taylor 1995-07-12
121804,121804,2019-03-09 17:08:11,571365235126,fraud_Dooley Inc,shopping_pos,5.15,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,ea3f3008917b5af6895ed81f66f0d1eb,1331312891,44.62701,-85.704605,0,Barbara Taylor,Barbara Taylor 1995-07-12
121871,121871,2019-03-09 17:35:11,571365235126,"fraud_Roberts, Ryan and Smith",personal_care,31.11,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,d30f5aa4ec08095abc0e2523db99572f,1331314511,45.006693,-85.701941,0,Barbara Taylor,Barbara Taylor 1995-07-12
122107,122107,2019-03-09 19:14:19,571365235126,"fraud_Boehm, Block and Jakubowski",misc_pos,69.22,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,4b0da2b66cbd74db2b3ae2dad3c50740,1331320459,44.068286,-85.58541899999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
122581,122581,2019-03-09 22:43:37,571365235126,"fraud_Crist, Jakubowski and Littel",home,41.67,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,2aba6eb4b69895a330a0e3a294591055,1331333017,43.811303,-86.432905,0,Barbara Taylor,Barbara Taylor 1995-07-12
123091,123091,2019-03-10 03:08:28,571365235126,fraud_Kuhic Inc,grocery_pos,144.43,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,2da8ae9ad7e3edb7a07ade15bb39913a,1331348908,44.179284,-85.62745100000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
123539,123539,2019-03-10 07:04:00,571365235126,fraud_Cummings LLC,gas_transport,73.37,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,a8b7354215a4534466c0787735401810,1331363040,43.645179,-86.023454,0,Barbara Taylor,Barbara Taylor 1995-07-12
123647,123647,2019-03-10 08:09:55,571365235126,fraud_Heidenreich PLC,grocery_pos,102.22,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,11ed427516c362019af56017f9119ea0,1331366995,44.996769,-86.868135,0,Barbara Taylor,Barbara Taylor 1995-07-12
124385,124385,2019-03-10 13:58:29,571365235126,fraud_McGlynn-Jaskolski,misc_pos,1.78,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,d92291fab67b2ed9da28bf196d760da7,1331387909,43.948174,-87.183637,0,Barbara Taylor,Barbara Taylor 1995-07-12
124434,124434,2019-03-10 14:20:04,571365235126,fraud_Zulauf LLC,personal_care,19.84,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,dfeda28946f3cb64e2ae32178591eb47,1331389204,45.155255,-86.04326,0,Barbara Taylor,Barbara Taylor 1995-07-12
124496,124496,2019-03-10 14:40:49,571365235126,"fraud_Langosh, Wintheiser and Hyatt",food_dining,50.2,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,5d996d0489507ed5949a4bca806e200c,1331390449,43.652124,-86.57052,0,Barbara Taylor,Barbara Taylor 1995-07-12
124577,124577,2019-03-10 15:09:22,571365235126,fraud_Ziemann-Waters,health_fitness,9.79,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,469998c4841fb7b36ff5c4ed343b879d,1331392162,44.24684,-86.837816,0,Barbara Taylor,Barbara Taylor 1995-07-12
125409,125409,2019-03-10 20:25:03,571365235126,fraud_Cartwright PLC,kids_pets,25.01,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,a60683cc401b88e1da5011fdbbbb7314,1331411103,43.641593,-85.2988,0,Barbara Taylor,Barbara Taylor 1995-07-12
125418,125418,2019-03-10 20:28:04,571365235126,fraud_Gulgowski LLC,home,82.98,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,7b1e4fdd89cc6a4e4dca6f351d00d6da,1331411284,45.180878,-85.331025,0,Barbara Taylor,Barbara Taylor 1995-07-12
126968,126968,2019-03-11 09:36:27,571365235126,fraud_Flatley-Durgan,misc_net,187.26,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,583a3e1adcba02ced81f1ee4fbdac412,1331458587,45.266324,-86.33699200000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
127316,127316,2019-03-11 12:46:46,571365235126,fraud_Ziemann-Waters,health_fitness,3.57,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,d050275a82b0ca7d16d932cad9bb6e5b,1331470006,44.505418,-87.18279,0,Barbara Taylor,Barbara Taylor 1995-07-12
128067,128067,2019-03-11 17:37:31,571365235126,fraud_Jast Ltd,shopping_net,2.77,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,5c4402d5d2b2a196ce22fbb584c12425,1331487451,43.987955,-85.32153000000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
128204,128204,2019-03-11 18:28:42,571365235126,fraud_Stark-Batz,entertainment,164.83,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,183231307b6165fe091225c526af8321,1331490522,45.436132,-85.446689,0,Barbara Taylor,Barbara Taylor 1995-07-12
128482,128482,2019-03-11 20:13:07,571365235126,"fraud_Boehm, Predovic and Reinger",misc_pos,6.47,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,b14ee176dd0ea293e18f358df7030772,1331496787,44.589494,-85.732075,0,Barbara Taylor,Barbara Taylor 1995-07-12
128781,128781,2019-03-11 22:16:04,571365235126,fraud_O'Keefe-Wisoky,food_dining,20.1,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,4997d33789e098d793670bc5ed47c828,1331504164,45.044031,-87.083726,0,Barbara Taylor,Barbara Taylor 1995-07-12
129225,129225,2019-03-12 03:35:45,571365235126,fraud_Parisian and Sons,gas_transport,46.19,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,1ae739f425d9d3ebb81597af8a2fcf80,1331523345,44.737962,-87.054372,0,Barbara Taylor,Barbara Taylor 1995-07-12
